pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Aysén,110758,110758,2024,19,Otoño,2024.0,20.0,0.93,0.33,1.4126628781866268,0.93,-1.0826628781866268,1.0826628781866268
Chile,Aysén,110758,110758,2024,20,Otoño,2024.0,21.0,0.33,0.9,0.668226703342954,0.33,0.23177329665704605,0.23177329665704605
Chile,Aysén,110758,110758,2024,21,Otoño,2024.0,22.0,0.9,0.4399999999999999,1.3292472300384797,0.9,-0.8892472300384797,0.8892472300384797
Chile,Aysén,110758,110758,2024,22,Otoño,2024.0,23.0,0.4399999999999999,2.85,0.8061307846320352,0.4399999999999999,2.0438692153679647,2.0438692153679647
Chile,Aysén,110758,110758,2024,23,Otoño,2024.0,24.0,2.85,3.32,3.6520506183862427,2.85,-0.33205061838624284,0.33205061838624284
Chile,Aysén,110758,110758,2024,24,Otoño,2024.0,25.0,3.32,5.6,4.271541749847377,3.32,1.3284582501526225,1.3284582501526225
Chile,Aysén,110758,110758,2024,25,Otoño,2024.0,26.0,5.6,4.1,5.137728548789174,5.6,-1.0377285487891745,1.0377285487891745
Chile,Aysén,110758,110758,2024,26,Otoño,2024.0,27.0,4.1,0.99,5.001124349053727,4.1,-4.011124349053727,4.011124349053727
Chile,Aysén,110758,110758,2024,27,Invierno,2024.0,28.0,0.99,1.62,1.5288767328042316,0.99,0.09112326719576846,0.09112326719576846
Chile,Aysén,110758,110758,2024,28,Invierno,2024.0,29.0,1.62,0.84,2.181335657367323,1.62,-1.3413356573673232,1.3413356573673232
Chile,Aysén,110758,110758,2024,29,Invierno,2024.0,30.0,0.84,2.8,1.277835758778258,0.84,1.5221642412217418,1.5221642412217418
Chile,Magallanes,120128,120128,2022,52,Primavera,2023.0,1.0,0.0,0.0,0.02772004908623035,0.0,-0.02772004908623035,0.02772004908623035
Chile,Magallanes,120128,120128,2023,1,Verano,2023.0,2.0,0.0,0.0,0.05609663777531906,0.0,-0.05609663777531906,0.05609663777531906
