pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Magallanes,120128,120128,2023,38,Invierno,2023.0,39.0,6.62,1.29,6.948658955026455,6.62,-5.658658955026455,5.658658955026455
Chile,Magallanes,120128,120128,2023,39,Invierno,2023.0,40.0,1.29,0.5,2.7649655266955255,1.29,-2.2649655266955255,2.2649655266955255
Chile,Magallanes,120128,120128,2023,40,Primavera,2023.0,41.0,0.5,0.68,0.7670262698412701,0.5,-0.08702626984127004,0.08702626984127004
Chile,Magallanes,120128,120128,2023,41,Primavera,2023.0,42.0,0.68,1.75,0.9070499206349207,0.68,0.8429500793650793,0.8429500793650793
Chile,Magallanes,120128,120128,2023,42,Primavera,2023.0,43.0,1.75,3.13,2.232703134920633,1.75,0.8972968650793667,0.8972968650793667
Chile,Magallanes,120128,120128,2023,43,Primavera,2023.0,44.0,3.13,2.45,3.631790714285715,3.13,-1.181790714285715,1.181790714285715
Chile,Magallanes,120128,120128,2023,44,Primavera,2023.0,45.0,2.45,2.85,3.0002634920634916,2.45,-0.15026349206349154,0.15026349206349154
Chile,Magallanes,120128,120128,2023,45,Primavera,2023.0,46.0,2.85,4.749999999999999,3.1955853174603175,2.85,1.5544146825396816,1.5544146825396816
Chile,Magallanes,120128,120128,2023,46,Primavera,2023.0,47.0,4.749999999999999,5.08,5.44904136243386,4.749999999999999,-0.36904136243386,0.36904136243386
Chile,Magallanes,120128,120128,2023,47,Primavera,2023.0,48.0,5.08,4.15,5.870262341269838,5.08,-1.7202623412698372,1.7202623412698372
Chile,Magallanes,120128,120128,2023,48,Primavera,2023.0,49.0,4.15,2.55,5.245739563492063,4.15,-2.6957395634920633,2.6957395634920633
Chile,Magallanes,120128,120128,2023,49,Primavera,2023.0,50.0,2.55,1.28,2.4831783201058193,2.55,-1.2031783201058193,1.2031783201058193
Chile,Magallanes,120128,120128,2023,50,Primavera,2023.0,51.0,1.28,1.9,2.073061825396826,1.28,-0.17306182539682613,0.17306182539682613
Chile,Magallanes,120128,120128,2023,51,Primavera,2023.0,52.0,1.9,8.5,2.7550293518518516,1.9,5.744970648148149,5.744970648148149
Chile,Magallanes,120128,120128,2023,52,Primavera,2024.0,1.0,8.5,18.0,6.8137953042328,8.5,11.1862046957672,11.1862046957672
Chile,Magallanes,120128,120128,2024,1,Verano,2024.0,2.0,18.0,14.98,9.437441388888887,18.0,5.542558611111113,5.542558611111113
